name,rank,branch,incidentdate,state,day,month,year,pop1950
"FLOTO, WAYNE",Pvt,UNITED STATES ARMY,10/12/51,ILLINOIS,12,10,1951,8712176
"FLOURNOY, JOHN",1st Lt,UNITED STATES AIR FORCE,7/1/51,KANSAS,1,7,1951,1915000
"FLOWERS, CLYDE",Cpl,UNITED STATES ARMY,2/13/51,SOUTH CAROLINA,13,2,1951,2119000
"FLOWERS, OBERT",Pfc,UNITED STATES ARMY,3/1/51,TEXAS,1,3,1951,7748000
"FLUELLEN, ELMER",Sfc,UNITED STATES ARMY,2/12/51,NEW YORK,12,2,1951,14830192
"FLUHR, JULIUS",Capt,UNITED STATES AIR FORCE,3/14/51,NEW JERSEY,14,3,1951,4860000
"FLUHR, PETER",Pfc,UNITED STATES ARMY,9/3/50,INDIANA,3,9,1950,3952000
"FLUKE, ROBERT",SSgt,UNITED STATES AIR FORCE,7/2/50,CALIFORNIA,2,7,1950,10586223
"FLYNN, JERRY",2nd Lt,UNITED STATES ARMY,11/7/50,CALIFORNIA,7,11,1950,10586223
"FLYNN, NORMAN",Pfc,UNITED STATES ARMY,11/28/50,TENNESSEE,28,11,1950,3304000
"FOCHLER, DONALD",Pfc,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"FOCHT, IRVIN",Pfc,UNITED STATES ARMY,12/12/50,OHIO,12,12,1950,7946627
"FOGGIN, JAMES",Cpl,UNITED STATES ARMY,11/20/50,WEST VIRGINIA,20,11,1950,2006000
"FOGLE, ROBERT",Pfc,UNITED STATES ARMY,7/30/50,TEXAS,30,7,1950,7748000
"FOGLE, WARNELL",Pfc,UNITED STATES ARMY,2/12/51,TEXAS,12,2,1951,7748000
"FOGLESONG, ROMA",1st Lt,UNITED STATES AIR FORCE,4/14/51,WEST VIRGINIA,14,4,1951,2006000
"FOGO, EDWARD",2dLt,UNITED STATES MARINE CORPS,1/15/53,OHIO,15,1,1953,7946627
"FOLEY, ROBERT",Pvt,UNITED STATES ARMY,11/2/50,MASSACHUSETTS,2,11,1950,4690000
"FONTAINE, ERNEST",Sfc,UNITED STATES ARMY,12/2/50,RHODE ISLAND,2,12,1950,779000
"FONTENOT, ALVIN",Sgt,UNITED STATES ARMY,11/30/50,LOUISIANA,30,11,1950,2701000
"FORBES, CHARLES",Cpl,UNITED STATES ARMY,11/26/50,NEW JERSEY,26,11,1950,4860000
"FORBES, DONALD",PFC,UNITED STATES MARINE CORPS,11/29/50,IOWA,29,11,1950,2621000
"FORD, DONALD",Pfc,UNITED STATES ARMY,8/27/51,COLORADO,27,8,1951,1337000
"FORD, JAMES",Cpl,UNITED STATES ARMY,11/26/50,TEXAS,26,11,1950,7748000
"FORD, JOE",Pfc,UNITED STATES ARMY,2/13/51,TENNESSEE,13,2,1951,3304000
"FORD, JOHN",Sgt,UNITED STATES ARMY,11/28/50,FLORIDA,28,11,1950,2821000
"FORD, KENNETH",Pfc,UNITED STATES ARMY,12/2/50,IOWA,2,12,1950,2621000
"FORD, LEONARD",M/Sgt,UNITED STATES ARMY,11/26/50,PENNSYLVANIA,26,11,1950,10498012
"FORD, MARLYN",Maj,UNITED STATES AIR FORCE,7/14/51,FLORIDA,14,7,1951,2821000
"FORD, NORMAN",Cpl,UNITED STATES ARMY,11/26/50,ILLINOIS,26,11,1950,8712176
"FORD, WILBERT",Cpl,UNITED STATES ARMY,11/26/50,MISSOURI,26,11,1950,3946000
"FORE, JOHN",Pfc,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"FOREHAND, THOMAS",Sfc,UNITED STATES ARMY,4/25/51,TEXAS,25,4,1951,7748000
"FOREMAN, KENNETH",Pfc,UNITED STATES ARMY,12/2/50,OHIO,2,12,1950,7946627
"FOREMAN, RUSSELL",Pfc,UNITED STATES ARMY,11/2/50,MICHIGAN,2,11,1950,6421000
"FOREN, CHARLES",Cpl,UNITED STATES ARMY,11/28/50,TENNESSEE,28,11,1950,3304000
"FORNEY, FRANK",Col,UNITED STATES ARMY,11/29/50,VIRGINIA,29,11,1950,3262000
"FORNUFF, CHARLES",Sgt,UNITED STATES ARMY,11/17/51,NEW YORK,17,11,1951,14830192
"FORREST, DAVID",1st Lt,UNITED STATES AIR FORCE,3/14/53,OHIO,14,3,1953,7946627
"FORRESTER, JACK",2nd Lt,UNITED STATES AIR FORCE,6/1/51,ILLINOIS,1,6,1951,8712176
"FORSYTH, CARL",Pfc,UNITED STATES ARMY,11/30/50,NORTH CAROLINA,30,11,1950,4060000
"FORSYTHE, ROBERT",Cpl,UNITED STATES ARMY,11/26/50,MASSACHUSETTS,26,11,1950,4690000
"FORT, WALTER",Pfc,UNITED STATES ARMY,5/18/51,ILLINOIS,18,5,1951,8712176
"FOSS, EUGENE",Pfc,UNITED STATES ARMY,8/8/51,ILLINOIS,8,8,1951,8712176
"FOSS, OLIVER",Pfc,UNITED STATES ARMY,12/1/50,CONNECTICUT,1,12,1950,2007280
"FOSTER, BOBBIE",Capt,UNITED STATES MARINE CORPS,6/21/52,MISSOURI,21,6,1952,3946000
"FOSTER, CLYDE",Pvt,UNITED STATES ARMY,11/25/51,WASHINGTON,25,11,1951,2386000
"FOSTER, ELMER",Cpl,UNITED STATES ARMY,12/15/50,LOUISIANA,15,12,1950,2701000
"FOSTER, JAMES",Pvt,UNITED STATES ARMY,12/12/50,ALABAMA,12,12,1950,3060000
"FOSTER, ROBERT",1st Lt,UNITED STATES AIR FORCE,12/30/52,TENNESSEE,30,12,1952,3304000
"FOSTER, ROBERT",Pvt,UNITED STATES ARMY,12/15/50,CALIFORNIA,15,12,1950,10586223
"FOULKS, JAMES",Capt,UNITED STATES AIR FORCE,10/23/51,TENNESSEE,23,10,1951,3304000
"FOUNTAIN, ANDREW",M/Sgt,UNITED STATES ARMY,11/26/50,VIRGINIA,26,11,1950,3262000
"FOURACRES, HENRY",Sgt,UNITED STATES ARMY,11/30/50,MONTANA,30,11,1950,598000
"FOX, COLBY",Pvt,UNITED STATES ARMY,11/30/50,MAINE,30,11,1950,911000
"FOX, ELDON",Pfc,UNITED STATES ARMY,4/23/51,ILLINOIS,23,4,1951,8712176
"FOX, Frank",Cpl,UNITED STATES ARMY,12/1/50,ILLINOIS,1,12,1950,8712176
"FOX, LOUIS",Cpl,UNITED STATES ARMY,11/30/50,OREGON,30,11,1950,1532000
"FRAKES, EDWARD",2dLt,UNITED STATES MARINE CORPS,10/3/51,INDIANA,3,10,1951,3952000
"FRANCHINO, JOHN",CPR,UNITED STATES NAVY,11/5/50,CALIFORNIA,5,11,1950,10586223
"FRANCISCHELLI, GEORGE",Pvt,UNITED STATES ARMY,2/12/51,CONNECTICUT,12,2,1951,2007280
"FRANK, WILLIAM",Pvt,UNITED STATES ARMY,12/3/50,ILLINOIS,3,12,1950,8712176
"FRANKART, NED",1st Lt,UNITED STATES AIR FORCE,11/3/51,INDIANA,3,11,1951,3952000
"FRANKEL, HOWARD",Cpl,UNITED STATES ARMY,10/18/52,NEW YORK,18,10,1952,14830192
"FRANKLIN, ERNEST",AN,UNITED STATES NAVY,12/26/52,NEW MEXICO,26,12,1952,687000
"FRANKLIN, JAMES",Pvt,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"FRANKLIN, JOHN",Pvt,UNITED STATES ARMY,7/16/50,NEW JERSEY,16,7,1950,4860000
"FRANKLIN, PRESTON",Pfc,UNITED STATES ARMY,5/18/51,OKLAHOMA,18,5,1951,2193000
"FRANKLIN, RAYFUS",Sfc,UNITED STATES ARMY,12/1/50,LOUISIANA,1,12,1950,2701000
"FRANKLIN, RICHARD",Sgt,UNITED STATES ARMY,2/13/51,OKLAHOMA,13,2,1951,2193000
"FRANKOVICH, WILLIAM",LT,UNITED STATES NAVY,2/13/52,PENNSYLVANIA,13,2,1952,10498012
"FRANKS, ALFONSO",Pfc,UNITED STATES ARMY,8/23/50,TEXAS,23,8,1950,7748000
"FRANS, JACK",Pfc,UNITED STATES ARMY,2/12/51,INDIANA,12,2,1951,3952000
"FRANTZ, GEORGE",Pvt,UNITED STATES ARMY,7/11/50,INDIANA,11,7,1950,3952000
"FRANZ, EUGENE",LTJG,UNITED STATES NAVY,8/23/51,KANSAS,23,8,1951,1915000
"FRATUS, ARTHUR",Pfc,UNITED STATES ARMY,11/28/50,CALIFORNIA,28,11,1950,10586223
"FRAZER, JOHN",Capt,UNITED STATES AIR FORCE,2/11/51,CALIFORNIA,11,2,1951,10586223
"FRAZIER, CHARLIE",Pfc,UNITED STATES ARMY,4/16/52,MISSOURI,16,4,1952,3946000
"FRAZIER, DONNIE",Pvt,UNITED STATES ARMY,6/15/52,LOUISIANA,15,6,1952,2701000
"FRAZIER, HERBERT",Sgt,UNITED STATES ARMY,11/26/50,ALABAMA,26,11,1950,3060000
"FRAZIER, HUGH",Cpl,UNITED STATES ARMY,11/30/50,VIRGINIA,30,11,1950,3262000
"FRAZIER, JAMES",1stLt,UNITED STATES MARINE CORPS,4/30/51,ILLINOIS,30,4,1951,8712176
"FRAZIER, JOHN",Pfc,UNITED STATES ARMY,11/30/50,OHIO,30,11,1950,7946627
"FRAZIER, REGINALD",Pvt,UNITED STATES ARMY,11/2/50,NEW HAMPSHIRE,2,11,1950,531000
"FRAZIER, ROBERT",Pvt,UNITED STATES ARMY,11/7/52,GEORGIA,7,11,1952,3451000
"FRAZURE, RICHARD",Sgt,UNITED STATES MARINE CORPS,11/29/50,ILLINOIS,29,11,1950,8712176
"FRECH, JOHN",1st Lt,UNITED STATES ARMY,7/25/50,CALIFORNIA,25,7,1950,10586223
"FRECHETTE, CHARLES",Pfc,UNITED STATES ARMY,7/12/50,MICHIGAN,12,7,1950,6421000
"FREDERIC, JOHNNY",Pvt,UNITED STATES ARMY,7/20/50,LOUISIANA,20,7,1950,2701000
"FREDERICK, AUTREY",2nd Lt,UNITED STATES ARMY,3/30/53,TEXAS,30,3,1953,7748000
"FREDRICK, WILLIE",Sfc,UNITED STATES ARMY,11/26/50,GEORGIA,26,11,1950,3451000
"FREEMAN, BOBBY",FA,UNITED STATES NAVY,9/26/50,NORTH CAROLINA,26,9,1950,4060000
"FREEMAN, DONALD",Pfc,UNITED STATES ARMY,11/2/50,OHIO,2,11,1950,7946627
"FREEMAN, ELMER",Pfc,UNITED STATES ARMY,12/1/50,CALIFORNIA,1,12,1950,10586223
"FREEMAN, HAROLD",Pvt,UNITED STATES ARMY,7/27/50,CALIFORNIA,27,7,1950,10586223
"FREEMAN, LEONARD",Sgt,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"FREEMAN, WALTER",Pfc,UNITED STATES ARMY,11/2/50,NEW YORK,2,11,1950,14830192
"FREER, ANTON",PFC,UNITED STATES MARINE CORPS,11/29/50,ILLINOIS,29,11,1950,8712176
"FREITAS, LEO",LTJG,UNITED STATES NAVY,11/21/52,CALIFORNIA,21,11,1952,10586223
"FRENCH, CECIL",Cpl,UNITED STATES ARMY,9/8/51,NEBRASKA,8,9,1951,1324000
"FRENCH, HARTWICK",Pfc,UNITED STATES ARMY,12/2/50,MICHIGAN,2,12,1950,6421000
"FRESEN, RICHARD",M/Sgt,UNITED STATES ARMY,12/1/50,ILLINOIS,1,12,1950,8712176
"FREUND, ALOYSIUS",Sgt,UNITED STATES ARMY,7/16/50,WISCONSIN,16,7,1950,3449000
"FREY, HUGH",Pfc,UNITED STATES ARMY,7/20/50,PENNSYLVANIA,20,7,1950,10498012
"FREYTAG, REUBEN",Sgt,UNITED STATES ARMY,7/20/50,TENNESSEE,20,7,1950,3304000
"FRIEDMAN, RICHARD",1st Lt,UNITED STATES AIR FORCE,6/11/52,ILLINOIS,11,6,1952,8712176
"FRILEY, WILLIAM",Pfc,UNITED STATES ARMY,11/30/50,OHIO,30,11,1950,7946627
"FRINGELI, RALPH",Pvt,UNITED STATES ARMY,5/18/51,OHIO,18,5,1951,7946627
"FRISBEY, JAY",Cpl,UNITED STATES ARMY,11/26/50,NEW JERSEY,26,11,1950,4860000
"FRISCO, SAMUEL",Pfc,UNITED STATES ARMY,2/13/51,OHIO,13,2,1951,7946627
"FRISK, ROBERT",Pfc,UNITED STATES ARMY,2/12/51,MINNESOTA,12,2,1951,2995000
"FROIS, THEODORE",Capt,UNITED STATES ARMY,12/6/50,LOUISIANA,6,12,1950,2701000
"FROISNESS, GORDON",1st Lt,UNITED STATES AIR FORCE,10/31/52,CALIFORNIA,31,10,1952,10586223
"FROST, PAUL",Pvt,UNITED STATES ARMY,7/20/50,ILLINOIS,20,7,1950,8712176
"FRYE, DAVID",Sfc,UNITED STATES ARMY,11/27/50,WEST VIRGINIA,27,11,1950,2006000
"FRYE, JACK",Pfc,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"FRYMAN, NORBERT",Pfc,UNITED STATES ARMY,11/2/50,OHIO,2,11,1950,7946627
"FUEHRER, ALOIS",Sgt,UNITED STATES AIR FORCE,10/23/51,PENNSYLVANIA,23,10,1951,10498012
"FUGATE, HOBART",Pfc,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"FUKA, RICHARD",PFC,UNITED STATES MARINE CORPS,11/27/50,ILLINOIS,27,11,1950,8712176
"FULK, LESTER",Pfc,UNITED STATES ARMY,8/3/52,MISSOURI,3,8,1952,3946000
"FULKS, DANIEL",Sgt,UNITED STATES ARMY,11/25/50,ALABAMA,25,11,1950,3060000
"FULKS, IRA",Cpl,UNITED STATES ARMY,11/30/50,WEST VIRGINIA,30,11,1950,2006000
"FULKS, ORLAN",Pvt,UNITED STATES ARMY,10/5/52,WEST VIRGINIA,5,10,1952,2006000
"FULLBRIGHT, GERALD",Sgt,UNITED STATES ARMY,11/2/50,TEXAS,2,11,1950,7748000
"FULLER, RICHARD",A2C,UNITED STATES AIR FORCE,1/13/53,CALIFORNIA,13,1,1953,10586223
"FULLER, VERN",EM2,UNITED STATES NAVY,10/12/50,WISCONSIN,12,10,1950,3449000
"FULLERTON, HAROLD",Pvt,UNITED STATES ARMY,7/11/50,PENNSYLVANIA,11,7,1950,10498012
"FUNA, JOHN",Pfc,UNITED STATES ARMY,7/12/50,PENNSYLVANIA,12,7,1950,10498012
"FUNKE, ROBERT",Sgt,UNITED STATES ARMY,11/2/50,WISCONSIN,2,11,1950,3449000
"FUQUA, FRED",Sfc,UNITED STATES ARMY,12/1/50,ALABAMA,1,12,1950,3060000
"FURLOW, ROBERT",Pfc,UNITED STATES ARMY,7/5/50,NEW YORK,5,7,1950,14830192
"FURMAN, NORMAN",Pfc,UNITED STATES ARMY,11/4/50,NEW YORK,4,11,1950,14830192
"FURTADO, WALTER",Cpl,UNITED STATES ARMY,11/1/50,HAWAII,1,11,1950,491000
"FUSON, CHARLES",Cpl,UNITED STATES ARMY,11/29/50,CALIFORNIA,29,11,1950,10586223
"FUTCH, ARVOUS",Cpl,UNITED STATES ARMY,12/1/50,GEORGIA,1,12,1950,3451000
"FYE, HAROLD",Pvt,UNITED STATES ARMY,7/29/50,PENNSYLVANIA,29,7,1950,10498012
"FYFFE, LUKE",1st Lt,UNITED STATES AIR FORCE,10/24/51,LOUISIANA,24,10,1951,2701000
"GABERDIEL, HAROLD",Cpl,UNITED STATES ARMY,6/29/52,OHIO,29,6,1952,7946627
"GABLEHOUSE, JAMES",Pvt,UNITED STATES ARMY,11/2/50,UTAH,2,11,1950,696000
"GACOBELLI, RUDOLPH",Pvt,UNITED STATES ARMY,2/12/51,MICHIGAN,12,2,1951,6421000
"GAGE, KENNETH",Pfc,UNITED STATES AIR FORCE,11/28/50,MICHIGAN,28,11,1950,6421000
"GAGNON, ARNOLD",Cpl,UNITED STATES ARMY,8/14/52,MASSACHUSETTS,14,8,1952,4690000
"GAHAN, JOHN",Sgt,UNITED STATES AIR FORCE,11/30/50,KENTUCKY,30,11,1950,2957000
"GAILEY, ROBERT",Cpl,UNITED STATES ARMY,7/14/50,PENNSYLVANIA,14,7,1950,10498012
"GAINES, JACK",Sgt,UNITED STATES MARINE CORPS,11/27/50,MISSOURI,27,11,1950,3946000
"GAINES, LAWRENCE",Pfc,UNITED STATES ARMY,2/12/51,LOUISIANA,12,2,1951,2701000
"GALBERTH, THOMAS",Pvt,UNITED STATES ARMY,5/18/51,CALIFORNIA,18,5,1951,10586223
"GALES, GEORGE",Pvt,UNITED STATES ARMY,2/12/51,OHIO,12,2,1951,7946627
"GALLAGHER, LAWRENCE",1st Lt,UNITED STATES AIR FORCE,9/30/50,NEW YORK,30,9,1950,14830192
"GALLAGHER, ROBERT",Pfc,UNITED STATES ARMY,7/20/50,PENNSYLVANIA,20,7,1950,10498012
"GALLANT, JAMES",Cpl,UNITED STATES AIR FORCE,10/23/51,OHIO,23,10,1951,7946627
"GALLEGOS, FRANK",Cpl,UNITED STATES ARMY,11/29/50,UTAH,29,11,1950,696000
"GALLERANI, VICTOR",Cpl,UNITED STATES ARMY,11/28/50,MASSACHUSETTS,28,11,1950,4690000
"GALLEY, KENNETH",ENFN,UNITED STATES NAVY,10/12/50,PENNSYLVANIA,12,10,1950,10498012
"GALLUP, CYRIL",Cpl,UNITED STATES ARMY,8/6/50,MICHIGAN,6,8,1950,6421000
"GALLUS, JUSTUS",Pfc,UNITED STATES ARMY,2/13/51,MISSOURI,13,2,1951,3946000
"GALT, ROBERT",Pfc,UNITED STATES ARMY,2/12/51,MARYLAND,12,2,1951,2376000
"GALVAN, OSVALDO",Pvt,UNITED STATES ARMY,7/20/50,OHIO,20,7,1950,7946627
"GALVAN, WILLIE",Sgt,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"GAMBILL, JAMES",Pfc,UNITED STATES ARMY,11/26/50,OKLAHOMA,26,11,1950,2193000
"GAMBLE, CALVIN",Pvt,UNITED STATES ARMY,2/6/51,OHIO,6,2,1951,7946627
"GAMBREL, HARRY",Pvt,UNITED STATES ARMY,12/3/50,ILLINOIS,3,12,1950,8712176
"GAMMAGE, HARRY",A2C,UNITED STATES AIR FORCE,10/16/52,ALABAMA,16,10,1952,3060000
"GARCIA-CLARA, ISMAEL",Pvt,UNITED STATES ARMY,9/18/52,PUERTO RICO,18,9,1952,2210000
"GARCIA-MARRERO, JOSE",Cpl,UNITED STATES ARMY,9/18/52,PUERTO RICO,18,9,1952,2210000
"GARCIA, BENNIE",Pfc,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"GARCIA, CARLOS",Pvt,UNITED STATES ARMY,12/2/50,ILLINOIS,2,12,1950,8712176
"GARCIA, CHARLES",Cpl,UNITED STATES ARMY,12/1/50,KANSAS,1,12,1950,1915000
"GARCIA, CRESENCIANO",Cpl,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"GARCIA, FERNANDO",PFC,UNITED STATES MARINE CORPS,9/5/52,PUERTO RICO,5,9,1952,2210000
"GARCIA, GUADALUPE",Pfc,UNITED STATES ARMY,12/12/50,TEXAS,12,12,1950,7748000
"GARCIA, ISMAEL",Pfc,UNITED STATES ARMY,12/2/50,TEXAS,2,12,1950,7748000
"GARCIA, JOHN",Sfc,UNITED STATES ARMY,12/1/50,CONNECTICUT,1,12,1950,2007280
"GARCIA, JOSEPH",Cpl,UNITED STATES ARMY,7/16/50,WYOMING,16,7,1950,292000
"GARCIA, LEONARD",Cpl,UNITED STATES ARMY,7/27/50,LOUISIANA,27,7,1950,2701000
"GARCIA, ROBERTO",Cpl,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"GARCIA, ROGER",Pfc,UNITED STATES ARMY,7/20/50,CALIFORNIA,20,7,1950,10586223
"GARCIA, VICTOR",Pfc,UNITED STATES ARMY,12/12/50,TEXAS,12,12,1950,7748000
"GARDINER, CURTIS",Pfc,UNITED STATES ARMY,12/1/50,SOUTH DAKOTA,1,12,1950,652000
"GARDINER, JOSEPH",ENS,UNITED STATES NAVY,11/5/50,MISSOURI,5,11,1950,3946000
"GARDNER, CHANNING",LTJG,UNITED STATES NAVY,5/29/52,MINNESOTA,29,5,1952,2995000
"GARDNER, MAURICE",Pfc,UNITED STATES ARMY,11/30/50,VERMONT,30,11,1950,377000
"GARDNER, WILLIAM",Cpl,UNITED STATES ARMY,12/1/50,MARYLAND,1,12,1950,2376000
"GARGIULO, JOSEPH",Pfc,UNITED STATES ARMY,12/11/52,CONNECTICUT,11,12,1952,2007280
"GARLAND, FLETCHER",Pfc,UNITED STATES ARMY,11/26/51,VIRGINIA,26,11,1951,3262000
"GARLAND, JAMES",Pfc,UNITED STATES ARMY,12/1/50,MICHIGAN,1,12,1950,6421000
"GARMAN, DONALD",PFC,UNITED STATES MARINE CORPS,11/27/50,IOWA,27,11,1950,2621000
"GARMANY, WILLIAM",1stLt,UNITED STATES MARINE CORPS,7/13/51,TENNESSEE,13,7,1951,3304000
"GARRIGUS, CHARLES",Sgt,UNITED STATES ARMY,12/1/50,INDIANA,1,12,1950,3952000
"GARRISON, CHARLES",LT,UNITED STATES NAVY,5/18/51,MISSOURI,18,5,1951,3946000
"GARRISON, DALE",Pfc,UNITED STATES ARMY,11/2/50,ARKANSAS,2,11,1950,1906000
"GARRISON, FRED",Capt,UNITED STATES AIR FORCE,11/8/52,KENTUCKY,8,11,1952,2957000
"GARRISON, JAMES",Capt,UNITED STATES MARINE CORPS,2/14/53,TEXAS,14,2,1953,7748000
"GARRISON, JERRY",Pfc,UNITED STATES ARMY,12/2/50,ARKANSAS,2,12,1950,1906000
"GARROW, LESLIE",2nd Lt,UNITED STATES AIR FORCE,4/8/53,MICHIGAN,8,4,1953,6421000
"GARVER, CHARLES",Pfc,UNITED STATES ARMY,2/12/51,MARYLAND,12,2,1951,2376000
"GARVER, RICHARD",LT,UNITED STATES NAVY,6/8/52,CALIFORNIA,8,6,1952,10586223
"GARVIN, MURREL",Pvt,UNITED STATES ARMY,11/28/50,KENTUCKY,28,11,1950,2957000
"GARZA, ALBERTO",Sgt,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"GARZA, GILBERTO",Pfc,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"GARZA, HUMBERTO",Pvt,UNITED STATES ARMY,11/29/50,TEXAS,29,11,1950,7748000
"GARZA, NICOLAS",Pvt,UNITED STATES ARMY,7/5/50,TEXAS,5,7,1950,7748000
"GARZA, RICARDO",Pvt,UNITED STATES ARMY,7/11/50,TEXAS,11,7,1950,7748000
"GASPORD, BERT",PFC,UNITED STATES MARINE CORPS,12/27/52,WISCONSIN,27,12,1952,3449000
"GASQUET, ANDREW",Pfc,UNITED STATES ARMY,11/26/50,LOUISIANA,26,11,1950,2701000
"GASTELO, HENRY",Cpl,UNITED STATES ARMY,11/30/50,ARIZONA,30,11,1950,756000
"GATELY, DONALD",Pfc,UNITED STATES ARMY,2/13/51,NEW YORK,13,2,1951,14830192
"GATHERS, EUGENE",Pvt,UNITED STATES ARMY,11/28/50,NEW JERSEY,28,11,1950,4860000
"GAUDE, ROBERT",1st Lt,UNITED STATES AIR FORCE,7/10/53,MISSISSIPPI,10,7,1953,2169000
"GAUDETTE, GEORGE",LT,UNITED STATES NAVY,11/15/52,NEW YORK,15,11,1952,14830192
"GAULDIN, CURTIS",Pfc,UNITED STATES ARMY,10/20/52,VIRGINIA,20,10,1952,3262000
"GAUMER, CHARLES",Pfc,UNITED STATES ARMY,11/27/50,PENNSYLVANIA,27,11,1950,10498012
"GAUSNELL, JAMES",Cpl,UNITED STATES ARMY,10/24/50,TEXAS,24,10,1950,7748000
"GAY, JOHN",Cpl,UNITED STATES ARMY,9/20/52,MAINE,20,9,1952,911000
"GAYHART, JAMES",Pfc,UNITED STATES ARMY,12/12/50,KENTUCKY,12,12,1950,2957000
"GAYHART, WILLIAM",PFC,UNITED STATES MARINE CORPS,3/26/53,NEW YORK,26,3,1953,14830192
"GAYLES, ALVIN",Pfc,UNITED STATES ARMY,2/12/51,COLORADO,12,2,1951,1337000
"GEANNOPULOS, PETER",Cpl,UNITED STATES ARMY,11/28/50,ILLINOIS,28,11,1950,8712176
"GEARHART, WILLIAM",Pvt,UNITED STATES ARMY,7/12/50,PENNSYLVANIA,12,7,1950,10498012
"GEARY, STERLING",Pvt,UNITED STATES ARMY,11/27/50,TEXAS,27,11,1950,7748000
"GEATER, EDGAR",Pvt,UNITED STATES ARMY,10/19/52,NEW JERSEY,19,10,1952,4860000
"GEBAUR, ARTHUR",Lt Col,UNITED STATES AIR FORCE,8/29/52,MISSOURI,29,8,1952,3946000
"GEBOU, WILLIAM",Pvt,UNITED STATES ARMY,12/1/50,NEW YORK,1,12,1950,14830192
"GEDNEY, KENDALL",LTJG,UNITED STATES NAVY,3/9/53,MARYLAND,9,3,1953,2376000
"GEDNEY, ROBERT",Pvt,UNITED STATES ARMY,7/6/50,OHIO,6,7,1950,7946627
"GEISLER, DONALD",Cpl,UNITED STATES ARMY,11/2/50,NEW YORK,2,11,1950,14830192
"GEISSLER, RICHARD",Cpl,UNITED STATES ARMY,11/28/50,NEW JERSEY,28,11,1950,4860000
"GEIVETT, WILLARD",Pvt,UNITED STATES ARMY,9/13/50,CALIFORNIA,13,9,1950,10586223
"GENDILO, JAMES",Pfc,UNITED STATES ARMY,7/12/50,PENNSYLVANIA,12,7,1950,10498012
"GENEREUX, ROBERT",Cpl,UNITED STATES ARMY,11/28/50,NEBRASKA,28,11,1950,1324000
"GENOVESE, ANTHONY",PFC,UNITED STATES MARINE CORPS,3/26/53,MISSOURI,26,3,1953,3946000
"GENTRY, EDWIN",Cpl,UNITED STATES ARMY,11/27/50,TEXAS,27,11,1950,7748000
"GENTRY, JOHN",PFC,UNITED STATES MARINE CORPS,11/28/50,TEXAS,28,11,1950,7748000
"GEORGE, EDWARD",Pvt,UNITED STATES ARMY,7/29/50,PENNSYLVANIA,29,7,1950,10498012
"GEORGE, WINIFRED",TSgt,UNITED STATES AIR FORCE,12/28/50,GEORGIA,28,12,1950,3451000
"GERALD, WILLIAM",M/Sgt,UNITED STATES ARMY,12/2/50,LOUISIANA,2,12,1950,2701000
"GERBER, DONALD",Pvt,UNITED STATES ARMY,1/28/52,NEW JERSEY,28,1,1952,4860000
"GERGEN, FRANCIS",LTJG,UNITED STATES NAVY,2/21/52,NEBRASKA,21,2,1952,1324000
"GERRITY, DANIEL",Pvt,UNITED STATES ARMY,11/30/50,NEW YORK,30,11,1950,14830192
"GERSTNER, JOHN",Cpl,UNITED STATES ARMY,11/30/50,KANSAS,30,11,1950,1915000
"GEURIN, M.C.",Pfc,UNITED STATES ARMY,12/1/50,KENTUCKY,1,12,1950,2957000
"GHINAZZI, MARIO",Pfc,UNITED STATES ARMY,2/12/51,ILLINOIS,12,2,1951,8712176
"GIBB, ROBERT",Capt,UNITED STATES AIR FORCE,12/16/51,MICHIGAN,16,12,1951,6421000
"GIBBONS, CARL",Pfc,UNITED STATES ARMY,8/1/51,MICHIGAN,1,8,1951,6421000
"GIBBONS, RICHARD",Pvt,UNITED STATES ARMY,8/7/51,TENNESSEE,7,8,1951,3304000
"GIBBS, WALTER",Pvt,UNITED STATES ARMY,6/28/52,NEW YORK,28,6,1952,14830192
"GIBSON, AUBREY",Cpl,UNITED STATES ARMY,8/12/50,TEXAS,12,8,1950,7748000
"GIBSON, CHARLES",Capt,UNITED STATES ARMY,12/11/50,TEXAS,11,12,1950,7748000
"GIBSON, CHARLES",Pfc,UNITED STATES ARMY,7/12/50,KANSAS,12,7,1950,1915000
"GIBSON, CLIFTON",Pvt,UNITED STATES ARMY,10/15/52,INDIANA,15,10,1952,3952000
"GIBSON, EDWARD",Cpl,UNITED STATES ARMY,11/26/50,OHIO,26,11,1950,7946627
"GIBSON, GEORGE",Pfc,UNITED STATES ARMY,7/15/53,FLORIDA,15,7,1953,2821000
